Patient ID: 79, Timestamp: 1712830517631, Label: ECG, Data: 0.6249909828120961
Patient ID: 92, Timestamp: 1712830518716, Label: ECG, Data: -0.47563091598597856
Patient ID: 25, Timestamp: 1712830518716, Label: ECG, Data: 0.4517943879053086
Patient ID: 70, Timestamp: 1712830518732, Label: ECG, Data: -0.19079112001444876
Patient ID: 53, Timestamp: 1712830518732, Label: ECG, Data: -0.12377214441866324
Patient ID: 85, Timestamp: 1712830518763, Label: ECG, Data: 0.7734057719631419
Patient ID: 93, Timestamp: 1712830518763, Label: ECG, Data: -0.13299187530215645
Patient ID: 72, Timestamp: 1712830518778, Label: ECG, Data: 0.0673171238067313
Patient ID: 48, Timestamp: 1712830518778, Label: ECG, Data: -0.5211422733506711
Patient ID: 8, Timestamp: 1712830518778, Label: ECG, Data: 0.770573242201883
Patient ID: 22, Timestamp: 1712830518778, Label: ECG, Data: 0.4785877779783601
Patient ID: 67, Timestamp: 1712830518778, Label: ECG, Data: -0.2384810318808375
Patient ID: 65, Timestamp: 1712830518778, Label: ECG, Data: 0.27992489715926594
Patient ID: 39, Timestamp: 1712830518778, Label: ECG, Data: 0.4905912127615558
Patient ID: 96, Timestamp: 1712830518778, Label: ECG, Data: -0.014768298014761965
Patient ID: 99, Timestamp: 1712830518778, Label: ECG, Data: 0.4709758106515195
Patient ID: 14, Timestamp: 1712830518778, Label: ECG, Data: 0.3637667601005852
Patient ID: 20, Timestamp: 1712830518778, Label: ECG, Data: 0.23304358633119024
Patient ID: 46, Timestamp: 1712830518778, Label: ECG, Data: -0.49796911208382966
Patient ID: 3, Timestamp: 1712830518778, Label: ECG, Data: 0.2788504424071872
Patient ID: 44, Timestamp: 1712830518778, Label: ECG, Data: -0.02210277181297575
Patient ID: 68, Timestamp: 1712830518778, Label: ECG, Data: -0.3472459419701606
Patient ID: 63, Timestamp: 1712830519596, Label: ECG, Data: 0.5338424247117837
Patient ID: 55, Timestamp: 1712830519614, Label: ECG, Data: -0.13137618217363167
Patient ID: 56, Timestamp: 1712830519613, Label: ECG, Data: 0.310764330211469
Patient ID: 38, Timestamp: 1712830519613, Label: ECG, Data: 0.14387973373151441
Patient ID: 32, Timestamp: 1712830519614, Label: ECG, Data: 0.15396406616736896
Patient ID: 74, Timestamp: 1712830519613, Label: ECG, Data: -0.020090113261653185
Patient ID: 7, Timestamp: 1712830519617, Label: ECG, Data: 0.7563878142582704
Patient ID: 10, Timestamp: 1712830519629, Label: ECG, Data: -0.17644815121188837
Patient ID: 73, Timestamp: 1712830519629, Label: ECG, Data: -0.23005305123038422
Patient ID: 83, Timestamp: 1712830519629, Label: ECG, Data: -0.4361982225332422
Patient ID: 79, Timestamp: 1712830519629, Label: ECG, Data: -0.18856197099478017
Patient ID: 78, Timestamp: 1712830519629, Label: ECG, Data: 0.03784103338812822
Patient ID: 47, Timestamp: 1712830519645, Label: ECG, Data: 0.3844185809510608
Patient ID: 24, Timestamp: 1712830519645, Label: ECG, Data: -0.5749023743012396
Patient ID: 81, Timestamp: 1712830519645, Label: ECG, Data: -0.5173860925433229
Patient ID: 60, Timestamp: 1712830519645, Label: ECG, Data: 0.059682844764806994
Patient ID: 91, Timestamp: 1712830519645, Label: ECG, Data: -0.30333437921891016
Patient ID: 43, Timestamp: 1712830519645, Label: ECG, Data: -0.5122557178282803
Patient ID: 40, Timestamp: 1712830519645, Label: ECG, Data: -0.40481092228573834
Patient ID: 33, Timestamp: 1712830519645, Label: ECG, Data: 0.5083120457680222
Patient ID: 35, Timestamp: 1712830519645, Label: ECG, Data: -0.2021040190462705
Patient ID: 76, Timestamp: 1712830519651, Label: ECG, Data: -0.576354587061958
Patient ID: 27, Timestamp: 1712830519651, Label: ECG, Data: -0.1102684797610651
Patient ID: 57, Timestamp: 1712830519651, Label: ECG, Data: 0.38010414643566576
Patient ID: 15, Timestamp: 1712830519651, Label: ECG, Data: -0.333317446512968
Patient ID: 97, Timestamp: 1712830519651, Label: ECG, Data: -0.3606032827081044
Patient ID: 51, Timestamp: 1712830519651, Label: ECG, Data: 0.2941369474913354
Patient ID: 66, Timestamp: 1712830519693, Label: ECG, Data: -0.585446128713431
Patient ID: 50, Timestamp: 1712830519693, Label: ECG, Data: -0.23360207929414706
Patient ID: 11, Timestamp: 1712830519693, Label: ECG, Data: -0.4076796600702152
Patient ID: 19, Timestamp: 1712830519693, Label: ECG, Data: -0.3312154441129208
Patient ID: 6, Timestamp: 1712830519709, Label: ECG, Data: 0.2993053703289166
Patient ID: 92, Timestamp: 1712830519712, Label: ECG, Data: 0.15158719495982734
Patient ID: 25, Timestamp: 1712830519725, Label: ECG, Data: -0.09219381819954242
Patient ID: 70, Timestamp: 1712830519725, Label: ECG, Data: 0.1194940844123174
Patient ID: 53, Timestamp: 1712830519741, Label: ECG, Data: 0.02528986184415935
Patient ID: 23, Timestamp: 1712830519757, Label: ECG, Data: 0.5231840219589305
Patient ID: 93, Timestamp: 1712830519759, Label: ECG, Data: 0.09901548135125803
Patient ID: 49, Timestamp: 1712830519773, Label: ECG, Data: 0.2737973452435951
Patient ID: 85, Timestamp: 1712830519773, Label: ECG, Data: 0.5677698631224128
Patient ID: 26, Timestamp: 1712830519773, Label: ECG, Data: -0.5527796797925306
Patient ID: 72, Timestamp: 1712830519773, Label: ECG, Data: 0.4581173626604897
Patient ID: 4, Timestamp: 1712830519773, Label: ECG, Data: -0.31855074828979
Patient ID: 84, Timestamp: 1712830519773, Label: ECG, Data: 0.22234616311237929
Patient ID: 8, Timestamp: 1712830519775, Label: ECG, Data: -0.3102994910591696
Patient ID: 42, Timestamp: 1712830519775, Label: ECG, Data: 0.07863556847105091
Patient ID: 48, Timestamp: 1712830519775, Label: ECG, Data: -0.30190806438050394
Patient ID: 12, Timestamp: 1712830519775, Label: ECG, Data: -0.6093771312651646
Patient ID: 67, Timestamp: 1712830519775, Label: ECG, Data: 0.2484958833009057
Patient ID: 39, Timestamp: 1712830519775, Label: ECG, Data: -0.4202616094529507
Patient ID: 28, Timestamp: 1712830519775, Label: ECG, Data: 0.5414397773312954
Patient ID: 96, Timestamp: 1712830519775, Label: ECG, Data: -0.33625547528254773
Patient ID: 98, Timestamp: 1712830519775, Label: ECG, Data: 0.7586942323525893
Patient ID: 21, Timestamp: 1712830519776, Label: ECG, Data: -0.35151457831741423
Patient ID: 99, Timestamp: 1712830519776, Label: ECG, Data: 0.46059689455845965
Patient ID: 22, Timestamp: 1712830519776, Label: ECG, Data: -0.268377826663325
Patient ID: 14, Timestamp: 1712830519776, Label: ECG, Data: -0.332907408319752
Patient ID: 46, Timestamp: 1712830519776, Label: ECG, Data: -0.15978191473355813
Patient ID: 65, Timestamp: 1712830519776, Label: ECG, Data: 0.0891363538839476
Patient ID: 16, Timestamp: 1712830519776, Label: ECG, Data: 0.28117009508487567
Patient ID: 3, Timestamp: 1712830519776, Label: ECG, Data: -0.5128414014495684
Patient ID: 68, Timestamp: 1712830519779, Label: ECG, Data: 0.07592349272473897
Patient ID: 20, Timestamp: 1712830519776, Label: ECG, Data: -0.4173863139780738
Patient ID: 44, Timestamp: 1712830519779, Label: ECG, Data: -0.2070588271564282
Patient ID: 88, Timestamp: 1712830519776, Label: ECG, Data: 0.37170540806366076
Patient ID: 74, Timestamp: 1712830520607, Label: ECG, Data: 0.0813177729183971
Patient ID: 38, Timestamp: 1712830520607, Label: ECG, Data: 0.5471965293567198
Patient ID: 56, Timestamp: 1712830520607, Label: ECG, Data: -0.5119562264315395
Patient ID: 63, Timestamp: 1712830520607, Label: ECG, Data: -0.24200038436967494
Patient ID: 77, Timestamp: 1712830520607, Label: ECG, Data: 0.49865885775313806
Patient ID: 32, Timestamp: 1712830520607, Label: ECG, Data: 0.5403123689542776
Patient ID: 55, Timestamp: 1712830520607, Label: ECG, Data: 0.26379369626285293
Patient ID: 30, Timestamp: 1712830520623, Label: ECG, Data: 0.6267009430552344
Patient ID: 29, Timestamp: 1712830520623, Label: ECG, Data: -0.29180245807951805
Patient ID: 100, Timestamp: 1712830520623, Label: ECG, Data: -0.5846618770823043
Patient ID: 1, Timestamp: 1712830520623, Label: ECG, Data: 0.39218077790083544
Patient ID: 7, Timestamp: 1712830520623, Label: ECG, Data: 0.4533849095653461
Patient ID: 52, Timestamp: 1712830520623, Label: ECG, Data: 0.47560775817901985
Patient ID: 10, Timestamp: 1712830520623, Label: ECG, Data: -0.13057356693110517
Patient ID: 73, Timestamp: 1712830520623, Label: ECG, Data: 0.02735742688848542
Patient ID: 83, Timestamp: 1712830520623, Label: ECG, Data: 0.149930374420959
Patient ID: 79, Timestamp: 1712830520638, Label: ECG, Data: 0.3619083600641863
Patient ID: 78, Timestamp: 1712830520638, Label: ECG, Data: -0.40936372710156965
Patient ID: 87, Timestamp: 1712830520638, Label: ECG, Data: -0.42240672933650175
Patient ID: 47, Timestamp: 1712830520638, Label: ECG, Data: -0.11932681485915454
Patient ID: 37, Timestamp: 1712830520638, Label: ECG, Data: 0.5274023130046288
Patient ID: 24, Timestamp: 1712830520654, Label: ECG, Data: -0.2604369011583686
Patient ID: 81, Timestamp: 1712830520654, Label: ECG, Data: 0.5529496537262442
Patient ID: 31, Timestamp: 1712830520654, Label: ECG, Data: 0.04382572191397182
Patient ID: 91, Timestamp: 1712830520654, Label: ECG, Data: -0.47210408538430515
Patient ID: 35, Timestamp: 1712830520654, Label: ECG, Data: 0.09738097337659522
Patient ID: 40, Timestamp: 1712830520654, Label: ECG, Data: -0.45828230612641696
Patient ID: 60, Timestamp: 1712830520654, Label: ECG, Data: 0.5120333949848849
Patient ID: 82, Timestamp: 1712830520654, Label: ECG, Data: -0.08702765377380843
Patient ID: 33, Timestamp: 1712830520654, Label: ECG, Data: 0.17139133160934353
Patient ID: 27, Timestamp: 1712830520654, Label: ECG, Data: -0.5214965518158803
Patient ID: 57, Timestamp: 1712830520654, Label: ECG, Data: -0.3236816867311648
Patient ID: 51, Timestamp: 1712830520654, Label: ECG, Data: 0.21312108825270915
Patient ID: 15, Timestamp: 1712830520654, Label: ECG, Data: 0.259256962594559
Patient ID: 76, Timestamp: 1712830520654, Label: ECG, Data: 0.7414061243397315
Patient ID: 43, Timestamp: 1712830520654, Label: ECG, Data: -0.5504707095650847
Patient ID: 97, Timestamp: 1712830520654, Label: ECG, Data: 0.5481262642227116
Patient ID: 5, Timestamp: 1712830520685, Label: ECG, Data: -0.194579765166934
Patient ID: 66, Timestamp: 1712830520685, Label: ECG, Data: 0.2884631468827492
Patient ID: 11, Timestamp: 1712830520685, Label: ECG, Data: 0.1396984723440616
Patient ID: 50, Timestamp: 1712830520701, Label: ECG, Data: 0.13243464521266463
Patient ID: 19, Timestamp: 1712830520701, Label: ECG, Data: 0.27337181756712176
Patient ID: 6, Timestamp: 1712830520707, Label: ECG, Data: 0.03785147003020737
Patient ID: 92, Timestamp: 1712830520717, Label: ECG, Data: 0.11660780657516408
Patient ID: 25, Timestamp: 1712830520717, Label: ECG, Data: -0.5572728948392522
Patient ID: 70, Timestamp: 1712830520733, Label: ECG, Data: -0.14263209784603026
Patient ID: 53, Timestamp: 1712830520733, Label: ECG, Data: -0.06657137904327869
Patient ID: 93, Timestamp: 1712830520764, Label: ECG, Data: -0.1086141546853307
Patient ID: 23, Timestamp: 1712830520764, Label: ECG, Data: 0.12085180501933884
Patient ID: 85, Timestamp: 1712830520764, Label: ECG, Data: -0.23013848460791175
Patient ID: 49, Timestamp: 1712830520764, Label: ECG, Data: 0.7761242332840693
Patient ID: 26, Timestamp: 1712830520764, Label: ECG, Data: 0.49606582230037455
Patient ID: 61, Timestamp: 1712830520764, Label: ECG, Data: 0.17253604760510532
Patient ID: 72, Timestamp: 1712830520764, Label: ECG, Data: 0.045382801609250845
Patient ID: 8, Timestamp: 1712830520780, Label: ECG, Data: -0.48753679093787927
Patient ID: 4, Timestamp: 1712830520780, Label: ECG, Data: 0.012697810474332404
Patient ID: 48, Timestamp: 1712830520780, Label: ECG, Data: -0.5903724362110727
Patient ID: 84, Timestamp: 1712830520780, Label: ECG, Data: -0.12154151562079431
Patient ID: 42, Timestamp: 1712830520780, Label: ECG, Data: -0.2979287693253105
Patient ID: 54, Timestamp: 1712830520780, Label: ECG, Data: 0.769651590287394
Patient ID: 67, Timestamp: 1712830520780, Label: ECG, Data: -0.10056817144246169
Patient ID: 28, Timestamp: 1712830520780, Label: ECG, Data: -0.03496188518300751
Patient ID: 12, Timestamp: 1712830520780, Label: ECG, Data: 0.7681284670811471
Patient ID: 98, Timestamp: 1712830520780, Label: ECG, Data: 0.25035459488463135
Patient ID: 39, Timestamp: 1712830520780, Label: ECG, Data: 0.24200808630662257
Patient ID: 89, Timestamp: 1712830520780, Label: ECG, Data: -0.30244613399287507
Patient ID: 96, Timestamp: 1712830520780, Label: ECG, Data: -0.08243633777195689
Patient ID: 99, Timestamp: 1712830520780, Label: ECG, Data: -0.40942341611369243
Patient ID: 22, Timestamp: 1712830520780, Label: ECG, Data: 0.3122345910714661
Patient ID: 21, Timestamp: 1712830520780, Label: ECG, Data: -0.5186866395959264
Patient ID: 65, Timestamp: 1712830520780, Label: ECG, Data: -0.013841886109499824
Patient ID: 14, Timestamp: 1712830520780, Label: ECG, Data: -0.38417791224023684
Patient ID: 16, Timestamp: 1712830520780, Label: ECG, Data: -0.4272266451341995
Patient ID: 46, Timestamp: 1712830520780, Label: ECG, Data: 0.5425620722221106
Patient ID: 3, Timestamp: 1712830520780, Label: ECG, Data: 0.051359597444180345
Patient ID: 75, Timestamp: 1712830520780, Label: ECG, Data: -0.1649353502415807
Patient ID: 44, Timestamp: 1712830520780, Label: ECG, Data: -0.1766768455567163
Patient ID: 68, Timestamp: 1712830520780, Label: ECG, Data: 0.430466996977509
Patient ID: 71, Timestamp: 1712830520780, Label: ECG, Data: 0.5899530198361462
Patient ID: 20, Timestamp: 1712830520780, Label: ECG, Data: -0.5480766177742425
Patient ID: 88, Timestamp: 1712830520780, Label: ECG, Data: 0.6707039454383995
Patient ID: 64, Timestamp: 1712830520780, Label: ECG, Data: -0.4936083029523015
Patient ID: 63, Timestamp: 1712830521598, Label: ECG, Data: 0.13742027506730203
Patient ID: 74, Timestamp: 1712830521614, Label: ECG, Data: 0.7393524728613621
Patient ID: 41, Timestamp: 1712830521614, Label: ECG, Data: -0.09370790418110099
Patient ID: 38, Timestamp: 1712830521614, Label: ECG, Data: -0.6108716382745579
Patient ID: 32, Timestamp: 1712830521614, Label: ECG, Data: 0.22137510433628585
Patient ID: 30, Timestamp: 1712830521614, Label: ECG, Data: -0.17239278894261753
Patient ID: 90, Timestamp: 1712830521614, Label: ECG, Data: -0.2979679860095679
Patient ID: 18, Timestamp: 1712830521614, Label: ECG, Data: -0.4881211377212453
Patient ID: 55, Timestamp: 1712830521614, Label: ECG, Data: -0.3621759244697286
Patient ID: 77, Timestamp: 1712830521614, Label: ECG, Data: 0.16512979008637865
Patient ID: 7, Timestamp: 1712830521614, Label: ECG, Data: 0.20535558821243372
Patient ID: 100, Timestamp: 1712830521614, Label: ECG, Data: -0.372351846891651
Patient ID: 29, Timestamp: 1712830521614, Label: ECG, Data: 0.23399354765707178
Patient ID: 52, Timestamp: 1712830521614, Label: ECG, Data: 0.5147346239093732
Patient ID: 10, Timestamp: 1712830521614, Label: ECG, Data: 0.20531543889645087
Patient ID: 1, Timestamp: 1712830521614, Label: ECG, Data: 0.5466362924472041
Patient ID: 73, Timestamp: 1712830521614, Label: ECG, Data: 0.01671634156621953
Patient ID: 83, Timestamp: 1712830521629, Label: ECG, Data: -0.3370106208859158
Patient ID: 59, Timestamp: 1712830521629, Label: ECG, Data: -0.41174726708696324
Patient ID: 62, Timestamp: 1712830521629, Label: ECG, Data: 0.4121946288895417
Patient ID: 34, Timestamp: 1712830521629, Label: ECG, Data: 0.21580613269851703
Patient ID: 58, Timestamp: 1712830521629, Label: ECG, Data: 0.020594584738347348
Patient ID: 78, Timestamp: 1712830521629, Label: ECG, Data: 0.5125741636515269
Patient ID: 94, Timestamp: 1712830521629, Label: ECG, Data: 0.3036384678894195
Patient ID: 37, Timestamp: 1712830521629, Label: ECG, Data: 0.48851672889336906
Patient ID: 87, Timestamp: 1712830521629, Label: ECG, Data: 0.023195601435976907
Patient ID: 79, Timestamp: 1712830521629, Label: ECG, Data: -0.3908845708479144
Patient ID: 47, Timestamp: 1712830521629, Label: ECG, Data: -0.1521796092733612
Patient ID: 56, Timestamp: 1712830521614, Label: ECG, Data: 0.11107188061999322
Patient ID: 24, Timestamp: 1712830521629, Label: ECG, Data: -0.5757400424607859
Patient ID: 81, Timestamp: 1712830521629, Label: ECG, Data: -0.4473721687869417
Patient ID: 31, Timestamp: 1712830521629, Label: ECG, Data: 0.24706527019616234
Patient ID: 2, Timestamp: 1712830521645, Label: ECG, Data: -0.4970801194750384
Patient ID: 91, Timestamp: 1712830521645, Label: ECG, Data: -0.43911923615756704
Patient ID: 35, Timestamp: 1712830521645, Label: ECG, Data: 0.7746128593739308
Patient ID: 82, Timestamp: 1712830521645, Label: ECG, Data: -0.248611308465209
Patient ID: 60, Timestamp: 1712830521645, Label: ECG, Data: -0.44652705649078067
Patient ID: 43, Timestamp: 1712830521645, Label: ECG, Data: -0.16360315583757523
Patient ID: 40, Timestamp: 1712830521645, Label: ECG, Data: -0.17938492189413066
Patient ID: 45, Timestamp: 1712830521645, Label: ECG, Data: 0.2659363551004183
Patient ID: 33, Timestamp: 1712830521645, Label: ECG, Data: -0.24108806160040303
Patient ID: 76, Timestamp: 1712830521645, Label: ECG, Data: -0.40082538202433393
Patient ID: 97, Timestamp: 1712830521645, Label: ECG, Data: 0.26407909570076277
Patient ID: 15, Timestamp: 1712830521645, Label: ECG, Data: 0.005997944115914644
Patient ID: 27, Timestamp: 1712830521645, Label: ECG, Data: 0.10786233187028425
Patient ID: 57, Timestamp: 1712830521645, Label: ECG, Data: -0.35136670577502505
Patient ID: 51, Timestamp: 1712830521660, Label: ECG, Data: 0.1502069616742282
Patient ID: 50, Timestamp: 1712830521692, Label: ECG, Data: 0.4928079476919649
Patient ID: 66, Timestamp: 1712830521692, Label: ECG, Data: -0.4685124989470288
Patient ID: 11, Timestamp: 1712830521692, Label: ECG, Data: 0.2974185637593479
Patient ID: 5, Timestamp: 1712830521692, Label: ECG, Data: -0.11259040605086788
Patient ID: 6, Timestamp: 1712830521707, Label: ECG, Data: 0.7278068292558717
Patient ID: 19, Timestamp: 1712830521707, Label: ECG, Data: 0.17183486389083832
Patient ID: 9, Timestamp: 1712830521707, Label: ECG, Data: 0.3820688042226097
Patient ID: 92, Timestamp: 1712830521723, Label: ECG, Data: 0.23831327352528825
Patient ID: 25, Timestamp: 1712830521723, Label: ECG, Data: -0.04255549628563206
Patient ID: 36, Timestamp: 1712830521723, Label: ECG, Data: -0.535172056594021
Patient ID: 70, Timestamp: 1712830521723, Label: ECG, Data: 0.670805202223282
Patient ID: 53, Timestamp: 1712830521738, Label: ECG, Data: 0.630402954272206
Patient ID: 95, Timestamp: 1712830521754, Label: ECG, Data: -0.3748380716342985
Patient ID: 80, Timestamp: 1712830521754, Label: ECG, Data: -0.4753012946110423
Patient ID: 23, Timestamp: 1712830521754, Label: ECG, Data: 0.11443872596566204
Patient ID: 49, Timestamp: 1712830521770, Label: ECG, Data: -0.06938594259575655
Patient ID: 93, Timestamp: 1712830521770, Label: ECG, Data: 0.3178540501152788
Patient ID: 85, Timestamp: 1712830521770, Label: ECG, Data: 0.770328453143772
Patient ID: 26, Timestamp: 1712830521770, Label: ECG, Data: -0.33406488355679304
Patient ID: 61, Timestamp: 1712830521770, Label: ECG, Data: 0.44949615450759633
Patient ID: 84, Timestamp: 1712830521770, Label: ECG, Data: 0.25736844234221645
Patient ID: 48, Timestamp: 1712830521770, Label: ECG, Data: -0.5558047746779321
Patient ID: 4, Timestamp: 1712830521770, Label: ECG, Data: 0.7136164552202034
Patient ID: 72, Timestamp: 1712830521770, Label: ECG, Data: 0.24954507770349835
Patient ID: 8, Timestamp: 1712830521770, Label: ECG, Data: -0.4206003139324378
Patient ID: 42, Timestamp: 1712830521770, Label: ECG, Data: 0.5667520561859755
Patient ID: 54, Timestamp: 1712830521770, Label: ECG, Data: -0.1652724341267815
Patient ID: 12, Timestamp: 1712830521770, Label: ECG, Data: 0.5432096486207717
Patient ID: 28, Timestamp: 1712830521770, Label: ECG, Data: 0.2995131141944747
Patient ID: 86, Timestamp: 1712830521770, Label: ECG, Data: -0.030913184313550966
Patient ID: 67, Timestamp: 1712830521770, Label: ECG, Data: -0.13253281227330882
Patient ID: 98, Timestamp: 1712830521770, Label: ECG, Data: -0.2641869928804559
Patient ID: 39, Timestamp: 1712830521770, Label: ECG, Data: 0.018481031568070672
Patient ID: 96, Timestamp: 1712830521770, Label: ECG, Data: -0.1982180269525174
Patient ID: 89, Timestamp: 1712830521770, Label: ECG, Data: 0.03844293659106715
Patient ID: 21, Timestamp: 1712830521770, Label: ECG, Data: 0.043687947834613494
Patient ID: 99, Timestamp: 1712830521770, Label: ECG, Data: 0.1908858965897775
Patient ID: 22, Timestamp: 1712830521770, Label: ECG, Data: 0.42628332646970213
Patient ID: 69, Timestamp: 1712830521770, Label: ECG, Data: -0.4392094787584975
Patient ID: 65, Timestamp: 1712830521770, Label: ECG, Data: -0.5123827062104594
Patient ID: 13, Timestamp: 1712830521770, Label: ECG, Data: -0.2855216152087988
Patient ID: 16, Timestamp: 1712830521770, Label: ECG, Data: -0.48275035356388374
Patient ID: 14, Timestamp: 1712830521770, Label: ECG, Data: 0.5393562886325335
Patient ID: 3, Timestamp: 1712830521770, Label: ECG, Data: -0.07007039840307519
Patient ID: 88, Timestamp: 1712830521770, Label: ECG, Data: 0.7722295727632704
Patient ID: 46, Timestamp: 1712830521770, Label: ECG, Data: 0.34006273593027986
Patient ID: 75, Timestamp: 1712830521770, Label: ECG, Data: 0.6859923804854223
Patient ID: 20, Timestamp: 1712830521770, Label: ECG, Data: -0.5271643037969244
Patient ID: 44, Timestamp: 1712830521785, Label: ECG, Data: 0.27208333405484103
Patient ID: 17, Timestamp: 1712830521770, Label: ECG, Data: 0.24953309812389088
Patient ID: 68, Timestamp: 1712830521785, Label: ECG, Data: 0.18922570210169093
Patient ID: 64, Timestamp: 1712830521785, Label: ECG, Data: -0.291002244701541
Patient ID: 71, Timestamp: 1712830521785, Label: ECG, Data: -0.3008602217331306
Patient ID: 41, Timestamp: 1712830522612, Label: ECG, Data: 0.5438483822760416
Patient ID: 38, Timestamp: 1712830522612, Label: ECG, Data: 0.4393642152020714
Patient ID: 63, Timestamp: 1712830522612, Label: ECG, Data: -0.3653289273489414
Patient ID: 56, Timestamp: 1712830522612, Label: ECG, Data: -2.0417118864762135E-4
Patient ID: 18, Timestamp: 1712830522612, Label: ECG, Data: -0.308446678041073
Patient ID: 90, Timestamp: 1712830522614, Label: ECG, Data: 0.27996216617517217
Patient ID: 77, Timestamp: 1712830522614, Label: ECG, Data: 0.5682157652601423
Patient ID: 32, Timestamp: 1712830522614, Label: ECG, Data: -0.351804278396373
Patient ID: 55, Timestamp: 1712830522614, Label: ECG, Data: -0.42665942353164094
Patient ID: 74, Timestamp: 1712830522612, Label: ECG, Data: -0.3814652122751932
Patient ID: 30, Timestamp: 1712830522616, Label: ECG, Data: 0.12098789575993549
Patient ID: 7, Timestamp: 1712830522616, Label: ECG, Data: -0.2430721674052287
